RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Cory Sandhagen,Umar Nurmagomedov,0,0,71,98,0,5,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Umar Nurmagomedov,U-DEC,U-DEC,5,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Shara Magomedov,Michal Oleksiejczuk,0,0,97,77,0,3,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Shara Magomedov,U-DEC,U-DEC,3,5:00,Middleweight,0.0,1.0,0.0,0.0,0.0
Deiveson Figueiredo,Marlon Vera,1,0,45,52,2,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Deiveson Figueiredo,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Tony Ferguson,Michael Chiesa,0,0,10,4,0,1,0,1,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Michael Chiesa,SUBRear,SUBRear Naked Choke,1,3:44,Welterweight,0.0,0.0,0.0,0.0,0.0
Mackenzie Dern,Loopy Godinez,0,0,72,67,2,2,0,1,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Mackenzie Dern,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Elves Brener,Joel Alvarez,0,1,45,95,0,0,0,1,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Joel Alvarez,KO/TKOKnees,KO/TKOKnees,3,3:36,Lightweight,0.0,0.0,1.0,0.0,0.0
Alonzo Menifield,Azamat Murzakanov,0,1,15,45,0,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Azamat Murzakanov,KO/TKOPunches,KO/TKOPunches,2,3:18,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Mohammad Yahya,Kaue Fernandes,0,1,4,37,0,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Kaue Fernandes,KO/TKOPunches,KO/TKOPunches,1,4:45,Lightweight,0.0,0.0,0.0,0.0,0.0
Shamil Gaziev,Don'Tale Mayes,0,0,31,27,2,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Shamil Gaziev,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Guram Kutateladze,Jordan Vucenic,0,1,30,34,1,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Guram Kutateladze,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Sam Hughes,Viktoriia Dudakova,0,0,97,61,0,3,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Sam Hughes,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Jai Herbert,Rolando Bedoya,1,0,82,67,2,0,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Jai Herbert,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Denis Tiuliulin,Sedriques Dumas,0,0,26,49,3,3,0,0,UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Sedriques Dumas,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Belal Muhammad,Leon Edwards,0,0,68,47,9,2,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Belal Muhammad,U-DEC,U-DEC,5,5:00,Welterweight,1.0,0.0,0.0,0.0,0.0
Curtis Blaydes,Tom Aspinall,0,1,5,14,0,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Tom Aspinall,KO/TKOPunch,KO/TKOPunch,1,1:00,Heavyweight,1.0,0.0,1.0,0.0,0.0
King Green,Paddy Pimblett,0,0,15,8,1,0,0,2,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Paddy Pimblett,SUBTriangle,SUBTriangle Choke,1,3:22,Lightweight,0.0,0.0,1.0,0.0,0.0
Gregory Rodrigues,Christian Leroy Duncan,0,0,45,29,4,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Gregory Rodrigues,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Giga Chikadze,Arnold Allen,0,0,38,61,0,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Arnold Allen,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Daniel Pineda,Nathaniel Wood,0,1,32,66,1,0,0,1,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Nathaniel Wood,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Bruna Brasil,Molly McCann,0,0,44,32,3,2,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Bruna Brasil,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Caolan Loughran,Jake Hadley,0,0,66,81,1,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Jake Hadley,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Muhammad Mokaev,Manel Kape,0,0,30,20,3,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Muhammad Mokaev,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Oban Elliott,Preston Parsons,0,0,44,36,1,1,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Oban Elliott,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Modestas Bukauskas,Marcin Prachnio,0,0,38,70,2,0,1,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Modestas Bukauskas,SUBArm,SUBArm Triangle,3,3:12,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Sam Patterson,Kiefer Crosbie,0,0,9,9,1,0,1,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Sam Patterson,SUBArm,SUBArm Triangle,1,2:50,Welterweight,0.0,0.0,0.0,0.0,0.0
Mick Parkin,Lukasz Brzeski,1,0,34,24,0,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Mick Parkin,KO/TKOPunches,KO/TKOPunches,1,3:23,Heavyweight,0.0,0.0,1.0,0.0,0.0
Alice Ardelean,Shauna Bannon,0,0,57,77,2,0,0,0,UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",WIN,Shauna Bannon,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Amanda Lemos,Virna Jandiroba,0,0,2,2,0,1,1,4,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Virna Jandiroba,SUBArmbar,SUBArmbar,2,4:48,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Steve Garcia,SeungWoo Choi,1,0,15,9,0,0,0,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Steve Garcia,KO/TKOPunch,KO/TKOPunch,1,1:36,Featherweight,0.0,0.0,1.0,0.0,0.0
Kurt Holobaugh,Kaynan Kruschewsky,0,0,92,89,1,3,0,2,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Kurt Holobaugh,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Cody Durden,Bruno Silva,0,1,28,42,1,0,3,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Bruno Silva,KO/TKOPunches,KO/TKOPunches,2,2:58,Flyweight,0.0,0.0,1.0,0.0,0.0
Dooho Choi,Bill Algeo,0,0,21,17,2,2,3,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Dooho Choi,KO/TKOPunch,KO/TKOPunch,2,3:38,Featherweight,0.0,0.0,0.0,0.0,0.0
JeongYeong Lee,Hyder Amil,0,0,4,42,0,0,0,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Hyder Amil,KO/TKOPunches,KO/TKOPunches,1,1:05,Featherweight,0.0,0.0,1.0,0.0,0.0
Cody Gibson,Brian Kelleher,0,0,13,2,2,0,1,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Cody Gibson,SUBArm,SUBArm Triangle,1,3:58,Bantamweight,0.0,0.0,0.0,0.0,0.0
Dione Barbosa,Miranda Maverick,0,0,21,30,1,2,1,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Miranda Maverick,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Loik Radzhabov,Trey Ogden,0,0,42,24,0,4,0,2,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Trey Ogden,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Lucie Pudilova,Luana Carolina,0,0,43,94,2,0,0,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Luana Carolina,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Mohammed Usman,Thomas Petersen,0,0,63,76,0,2,0,0,UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",WIN,Thomas Petersen,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Rose Namajunas,Tracy Cortez,1,0,96,58,5,2,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Rose Namajunas,U-DEC,U-DEC,5,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Santiago Ponzinibbio,Muslim Salikhov,0,0,41,46,2,0,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Muslim Salikhov,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Drew Dober,Jean Silva,0,0,59,53,0,0,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Jean Silva,KO/TKO,KO/TKO,3,1:28,Lightweight,0.0,1.0,0.0,0.0,0.0
Gabriel Bonfim,Ange Loosa,0,0,101,52,1,4,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Gabriel Bonfim,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Julian Erosa,Christian Rodriguez,0,0,35,33,1,0,1,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Julian Erosa,SUBGuillotine,SUBGuillotine Choke,1,4:49,Featherweight,0.0,0.0,0.0,0.0,0.0
Abdul Razak Alhassan,Cody Brundage,0,0,23,1,0,0,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",NCNC,Abdul Razak Alhassan,CNC,CNC,1,0:37,Middleweight,0.0,0.0,0.0,0.0,0.0
Joshua Van,Charles Johnson,0,1,67,88,1,0,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Charles Johnson,KO/TKOPunch,KO/TKOPunch,3,0:20,Flyweight,0.0,0.0,1.0,0.0,0.0
Jasmine Jasudavicius,Fatima Kline,0,0,40,39,4,1,1,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Jasmine Jasudavicius,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Da'Mon Blackshear,Montel Jackson,0,1,1,4,0,0,0,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Montel Jackson,KO/TKOPunch,KO/TKOPunch,1,0:18,Bantamweight,0.0,0.0,1.0,0.0,0.0
Mariya Agapova,Luana Santos,0,0,3,2,0,1,0,3,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Luana Santos,SUBRear,SUBRear Naked Choke,1,3:27,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Andre Petroski,Josh Fremd,0,0,12,16,3,0,1,0,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Andre Petroski,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Darrius Flowers,Evan Elder,0,0,24,45,1,0,0,1,UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",WIN,Evan Elder,SUBArm,SUBArm Triangle,2,1:46,Welterweight,0.0,0.0,0.0,0.0,0.0
Alex Pereira,Jiri Prochazka,2,0,38,7,0,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Alex Pereira,KO/TKOKick,KO/TKOKick,2,0:13,Light Heavyweight,1.0,0.0,1.0,0.0,0.0
Diego Lopes,Dan Ige,0,0,49,42,1,0,1,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Diego Lopes,U-DEC,U-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0
Anthony Smith,Roman Dolidze,0,0,51,100,0,1,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Roman Dolidze,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,Macy Chiasson,0,0,46,50,0,1,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Macy Chiasson,KO/TKO,KO/TKO,2,1:58,Women's Bantamweight,0.0,0.0,1.0,0.0,0.0
Ian Machado Garry,Michael Page,0,0,19,21,2,0,2,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Ian Machado Garry,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Marc-Andre Barriault,Joe Pyfer,0,1,0,8,0,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Joe Pyfer,KO/TKOPunch,KO/TKOPunch,1,1:25,Middleweight,0.0,0.0,1.0,0.0,0.0
Andre Fili,Cub Swanson,0,0,67,62,2,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Andre Fili,S-DEC,S-DEC,3,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0
Charles Jourdain,Jean Silva,0,2,23,34,3,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Jean Silva,KO/TKOPunch,KO/TKOPunch,2,1:22,Featherweight,0.0,0.0,0.0,0.0,0.0
Yanis Ghemmouri,Payton Talbott,0,1,1,13,0,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Payton Talbott,KO/TKOPunch,KO/TKOPunch,1,0:19,Bantamweight,0.0,0.0,1.0,0.0,0.0
Gillian Robertson,Michelle Waterson-Gomez,0,0,77,21,2,1,2,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Gillian Robertson,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Martin Buday,Andrei Arlovski,0,0,54,74,0,0,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Martin Buday,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Carlos Hernandez,Rei Tsuruya,0,0,16,17,1,3,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Rei Tsuruya,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Ricky Simon,Vinicius Oliveira,0,0,42,96,2,1,0,0,UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",WIN,Vinicius Oliveira,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Ikram Aliskerov,Robert Whittaker,0,1,5,14,0,0,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Robert Whittaker,KO/TKOPunch,KO/TKOPunch,1,1:49,Middleweight,0.0,0.0,1.0,0.0,0.0
Sergei Pavlovich,Alexander Volkov,0,0,46,83,0,0,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Alexander Volkov,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Daniel Rodriguez,Kelvin Gastelum,0,0,127,112,0,4,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Kelvin Gastelum,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Antonio Trocoli,Shara Magomedov,0,1,16,82,0,0,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Shara Magomedov,KO/TKOPunches,KO/TKOPunches,3,2:27,Middleweight,0.0,0.0,1.0,0.0,0.0
Johnny Walker,Volkan Oezdemir,0,2,15,37,0,0,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Volkan Oezdemir,KO/TKOPunch,KO/TKOPunch,1,2:28,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Nasrat Haqparast,Jared Gordon,0,0,146,141,0,0,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Nasrat Haqparast,S-DEC,S-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Muhammad Naimov,Felipe Lima,0,0,30,37,1,1,0,1,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Felipe Lima,SUBRear,SUBRear Naked Choke,3,1:15,Featherweight,0.0,0.0,1.0,0.0,0.0
Nicolas Dalby,Rinat Fakhretdinov,0,0,66,68,0,5,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Rinat Fakhretdinov,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Muin Gafurov,Kyung Ho Kang,0,0,47,12,1,3,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Muin Gafurov,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Magomed Gadzhiyasulov,Brendson Ribeiro,0,0,26,17,5,3,0,1,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,Magomed Gadzhiyasulov,M-DEC,M-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Xiao Long,ChangHo Lee,0,0,68,84,2,2,0,0,UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",WIN,ChangHo Lee,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Alex Perez,Tatsuro Taira,0,0,41,31,1,2,0,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Tatsuro Taira,KO/TKO,KO/TKO,2,2:59,Flyweight,0.0,0.0,1.0,0.0,0.0
Douglas Silva de Andrade,Miles Johns,0,0,36,50,0,0,0,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Miles Johns,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Timmy Cuamba,Lucas Almeida,0,1,59,70,2,0,0,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Lucas Almeida,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Garrett Armfield,Brady Hiestand,1,0,49,22,0,6,1,3,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Brady Hiestand,SUBRear,SUBRear Naked Choke,3,1:52,Bantamweight,0.0,0.0,1.0,0.0,0.0
Asu Almabayev,Jose Johnson,0,0,20,5,6,1,4,1,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Asu Almabayev,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Josh Quinlan,Adam Fugitt,0,0,53,80,0,0,0,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Adam Fugitt,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Nate Maness,Jimmy Flick,0,0,89,37,0,1,2,2,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Nate Maness,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Gabriella Fernandes,Carli Judice,0,0,119,169,2,2,0,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Gabriella Fernandes,S-DEC,S-DEC,3,5:00,Women's Flyweight,0.0,1.0,0.0,0.0,0.0
Westin Wilson,Jeka Saragih,0,0,0,4,1,0,3,0,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Westin Wilson,SUBTriangle,SUBTriangle Armbar,1,1:49,Featherweight,0.0,0.0,0.0,0.0,0.0
Melquizael Costa,Shayilan Nuerdanbieke,0,0,16,6,2,4,2,1,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Melquizael Costa,SUBRear,SUBRear Naked Choke,3,1:50,Featherweight,0.0,0.0,0.0,0.0,0.0
Josefine Knutsson,Julia Polastri,0,0,124,64,0,3,0,1,UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",WIN,Josefine Knutsson,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Nassourdine Imavov,Jared Cannonier,0,0,82,64,2,1,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Nassourdine Imavov,KO/TKOPunches,KO/TKOPunches,4,1:34,Middleweight,0.0,0.0,0.0,0.0,0.0
Dominick Reyes,Dustin Jacoby,2,0,20,6,0,0,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Dominick Reyes,KO/TKOPunches,KO/TKOPunches,1,2:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Raul Rosas Jr.,Ricky Turcios,0,0,3,7,4,0,1,1,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Raul Rosas Jr.,SUBRear,SUBRear Naked Choke,2,2:22,Bantamweight,0.0,0.0,1.0,0.0,0.0
Dustin Stoltzfus,Brunno Ferreira,0,1,18,24,1,0,2,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Brunno Ferreira,KO/TKOSpinning,KO/TKOSpinning Back Elbow,1,4:51,Middleweight,0.0,0.0,1.0,0.0,0.0
Zachary Reese,Julian Marquez,1,0,6,1,0,0,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Zachary Reese,KO/TKOPunch,KO/TKOPunch,1,0:20,Middleweight,0.0,0.0,1.0,0.0,0.0
Punahele Soriano,Miguel Baeza,0,0,144,7,5,0,0,3,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Punahele Soriano,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Ludovit Klein,Thiago Moises,2,0,56,24,1,0,0,1,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Ludovit Klein,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Charles Radtke,Carlos Prates,0,1,14,15,0,0,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Carlos Prates,KO/TKOKnee,KO/TKOKnee,1,4:47,Welterweight,0.0,0.0,1.0,0.0,0.0
Brad Katona,Jesse Butler,0,0,68,30,3,0,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Brad Katona,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Montana De La Rosa,Andrea Lee,0,0,70,75,3,0,1,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Montana De La Rosa,S-DEC,S-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Daniel Marcos,John Castaneda,1,0,98,60,0,1,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Daniel Marcos,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
